USD;4.2443
AUD;3.0624
CAD;3.3635
EUR;4.5453
HUF;0.011453
CHF;4.4189
GBP;5.3212
JPY;0.032815
CZK;0.1837
DKK;0.611
NOK;0.4526
SEK;0.4339
XDR;5.7265
